00:00,01:00,02:00,03:00,04:00,05:00,06:00,07:00,08:00,09:00,10:00,11:00,12:00,13:00,14:00,15:00,16:00,17:00,18:00,19:00,20:00,21:00,22:00,23:00
33.80917168705828,34.07857154005175,33.29728780440897,22.403174005108887,15.309132330577349,33.566371251754504,23.563682966346285,34.33309638087339,34.272399541785056,32.060189109347206,20.888977841391714,22.701954572038506,32.02273343033714,21.338440103125553,18.38985493372185,26.136025249167005,33.723095483215616,28.92059593349946,26.4012234017873,16.943529875415372,27.300144533983396,34.801077002085265,17.801680304730482,25.366593047274733
32.54746143855911,29.815372355084087,28.94031481990536,29.049681679742186,22.189823024395103,20.871836885289866,31.187223109570272,31.202267893583617,32.341446371602075,33.26481105112943,25.226847977218757,25.030325893743992,30.965903579335503,27.999278615555305,29.03933754515407,30.91585338872202,32.800106836351326,21.759903137030715,22.51165905279888,16.87963879681738,26.56560281992348,15.718845475934842,24.311960362649202,25.85289269415153
20.730825042565687,26.816665211380215,15.610004998780989,15.746963774984287,31.452011213193167,22.20381282822526,17.541210253037697,25.444865201096086,30.399871061972217,19.316420549936865,27.457809516380003,16.70694929987536,16.033634423372153,25.62709263136296,25.81270243220213,27.748598029964132,29.52182667445323,34.517041589250695,25.326006966023904,21.45912945882492,30.90372389537407,20.416645025241486,23.779428414112722,16.56912762684532
15.50701486830915,34.2529682935585,31.719602410244118,28.91948412187396,23.179058888285397,18.465886401416917,18.12874085342172,20.004857963291904,25.984533294122407,29.291918454001248,28.203947534354626,20.598677938918858,34.097305613263885,29.75793833391537,26.087081050228015,27.234414924687044,23.3920012485558,19.95461979002315,22.119453573025233,30.15692220928738,15.287869772595117,17.321452810138325,15.920052840435055,15.814576046379402
32.10921168022014,29.073157187600472,24.483476581746505,16.95668321302003,24.832317502336647,24.469435415611315,18.464037398200304,23.67703298475946,22.97009468794747,27.31700196104433,27.701873017352874,15.90608019544089,22.492252292529425,27.517198314284727,25.062725171601755,32.12979682376644,28.173872632378902,18.258688541628594,16.411374948008596,27.84838556412631,15.530226210832437,26.715511625469265,33.80460482849915,26.50948355751758
22.763398524130437,27.865764368847064,24.165057809830333,25.9123357863187,33.8292961755305,22.722052756015486,34.22381127647829,33.107012839121275,18.915822695785927,16.38722601750331,17.01556002754853,15.364436513030995,16.88885921511857,28.660135468327137,16.42377296920458,21.379512605875227,31.89750621938909,15.465438714716518,31.289369651778717,20.637095495468,17.363296552433127,28.934743307283014,27.578856935597678,32.549440270541055
29.701420876077716,31.06961860769697,20.64069145142613,18.548790875594456,30.012295032817168,31.13669478534528,34.81010284001347,23.25235353822853,22.440361715855666,30.528259214839935,21.816070805060356,33.61514651207129,32.16825503686024,23.579880547500366,30.017421355829946,30.090857481693646,17.062477376718654,33.05105813359133,25.105047448957144,31.529149322154833,21.400992020612236,32.91046456992401,22.784033574683264,15.216753029605968
33.10763952838528,16.82573353572267,21.3862727518083,34.0012393410161,34.012142938751126,26.46875776246572,27.636744243395984,23.968910439566393,20.86421543396129,21.57329090739832,28.450369121540767,30.0474905887536,30.83158087451697,30.792362855891078,16.824122060973806,24.88840609405163,16.151175200332887,25.990577646474712,23.83061002746754,32.754083655166,22.018300251041573,17.341340328552118,17.859833641056717,30.230212634349446
27.364361266325222,17.022453522455805,16.682136122299948,29.0193826291824,16.45526012728387,31.437201185807126,29.124844543129925,16.626975612837995,16.69675428170384,34.73279157002351,22.485415915122406,22.412842941337818,31.25599134515005,33.94497154767717,34.720021276457416,30.067563705178834,22.525191710618316,16.670014333973377,30.542938318548735,26.1680849947161,23.484440184939526,33.12708770189472,17.223949646123028,24.852502085817182
15.227072895348382,24.373212839882527,16.126065513636746,17.376358325361437,17.350524935542097,27.984206042321272,29.920897585308467,26.667375301943192,34.24345096949084,22.49741159047408,20.714241725637216,32.3719825637892,19.47191677038905,34.264450788812226,15.243089493796326,34.397576534152776,15.863198239011522,32.82286227396142,25.554022181725998,34.85929592238601,16.475931294707976,26.077085688026415,34.38605071238198,25.461956883402976
27.58797276270525,28.914973779692343,24.090821295355465,27.55116160168127,26.686286238462003,33.02316020981978,15.908927606829158,20.619263791844606,34.008229681531176,32.80527567781833,24.11313505571426,27.402651956030734,20.54762365962265,18.762423194475225,24.273968098799642,22.067044560521055,26.67312223701744,16.554692739299696,34.487896153323334,34.72421488959206,28.963234280394904,25.72192732688241,21.190552325726557,31.275900394138972
28.694623451077586,18.252338786897827,33.21854368987685,31.45074485846338,33.99599826583848,29.5143901677672,27.268303918715798,23.364860725812377,33.65456966708027,32.32127779000817,15.904373402123788,15.52733948994504,22.52926733756099,31.211066615636657,34.74552258629889,18.008337822070565,26.8826143070427,22.61781713262043,34.398287956292066,31.842378462714173,31.766574094222758,24.373863195899403,23.296390046753302,20.468141438614126
16.127509933018544,32.29444752510106,31.258020182601552,34.99435346572261,34.93273674147811,26.10863411205255,30.37974830361021,33.895314597648564,31.99294781354823,19.94696203486395,24.01088270620187,17.5831883030299,34.08102054517445,27.123492689017603,19.572856110069253,28.434013688117133,27.362564809157917,22.163254360656808,17.27115184399258,28.431463911855992,25.406154018075867,30.446367834712788,25.403270022239866,32.043630006370805
26.03813677548971,26.218759430707728,32.533072053166904,23.06965732424794,17.680304569012815,15.57565352626678,30.10274511347238,27.406191027069294,29.08159536198447,19.259283230178212,17.727429511735394,15.290893313357639,22.011751176131938,26.79835373709266,22.844880901994646,23.749498440474582,33.08317388987497,21.965109340466007,25.279789783196215,30.67306025482286,22.930855646425403,27.441734004557468,32.2472741749349,33.990412473152844
17.941469618580758,33.53175250322989,24.842325861590766,20.164887765979167,24.182715124765224,34.60065150570954,24.85236187985739,21.575032205750162,27.668017086334515,19.802912375563864,16.51726656217328,17.577594438212984,17.56091677915545,18.038053870245886,17.776543452988204,27.817494896064293,18.637601687982897,21.913345666477262,32.935768198120236,24.479232805257446,28.351154770420543,18.446397424032597,18.845780376173416,15.817372325329577
18.37870126144329,20.57180678063917,18.540209685534936,16.774050675141112,17.412717422012015,24.215575360654515,19.12667436811585,22.28539722096151,25.068345417097138,28.807896572587307,15.786242796821979,30.988207978180853,27.558007789818156,16.635180638977438,32.47157248213554,33.417448010636264,16.221559197097275,20.537552962944076,31.124025595861227,29.965193807673167,18.690420387127546,19.186986466734204,22.40944205582764,24.690459703820427
27.36509543060592,22.378272791395446,24.25069432266296,29.94941876267513,15.733664057811957,20.048738886880415,29.26699171769105,32.904136753743984,25.233548842313322,25.642269705306312,17.14344022679552,23.948247336469095,25.652345329100463,19.849410072694592,20.38486461898762,22.545683262092453,15.401423955554527,21.441583311663564,19.22896013993089,21.54994704355829,17.395242636385024,32.8105456147979,26.871849071080973,28.582046382889793
30.783424772146766,24.968843978581145,16.738405761748474,25.742130836370954,26.736822360417584,29.9087894836866,23.63319092459359,17.551606055911275,20.67551811597449,22.2616459279727,27.918344826632023,26.41556609337824,22.121934517956923,34.730304975859596,27.115496387137743,19.74453583471989,17.035649452408073,18.057182783686642,19.919154567690164,18.213627465191113,18.731340481026116,20.70190337387694,18.467471905895096,32.935308492528506
16.604674913232845,25.490227791405093,23.20793653979323,34.647572338172125,17.240778043361047,22.95711198091483,34.389408665507375,32.310142517879605,31.3414414189856,20.158056540898798,18.417751747801315,28.37286439848862,33.587519782551716,26.135257860278596,26.432253789397997,20.599581873205683,30.389858663838737,18.74087497115047,21.473584728084873,23.508728772328336,25.1522075736891,19.848194648301604,17.29673649478407,27.21240084883265
20.772611064805115,26.624764428452245,18.087254305484045,24.62280203709635,25.651788651031715,16.03647073644854,21.732085563878414,17.688293538779483,16.267499409455354,34.7992046477989,21.44707689949446,31.1974889170927,20.092813095275275,28.630054444478585,30.204557197793733,26.912774812156886,24.431523771003167,23.23681828294537,21.977365330859904,33.59058288495652,31.612388155754584,34.300538213330256,17.485944469710894,29.617349504072884
33.76680913642076,18.6246613233132,16.32992534733555,29.82241298580118,26.489462263598238,31.83657553516544,17.79544753252579,30.905346237197804,19.032546400954892,18.27311885731409,18.285315958619858,31.29149440462764,28.303944413924,25.461308495382386,22.17660968247005,32.544010816262166,22.84890214845271,31.33198878943154,23.78269817140437,22.538888588498153,24.25359571339213,21.02755748328284,29.952187603525022,25.054407801849585
